vehicle,weightclass,proportion,sourceCell,userCell,year,area
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2017,Wales
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2017,Wales
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2017,Wales
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2017,Wales
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2017,Wales
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2017,Wales
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2017,Wales
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2017,Wales
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2017,Wales
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2017,Wales
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2017,Wales
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2017,Wales
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2017,Wales
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2017,Wales
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2017,Wales
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2017,Wales
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2017,Wales
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2017,Wales
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2017,Wales
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2017,Wales
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2017,Wales
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2017,Wales
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2017,Wales
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2017,Wales
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2017,Wales
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2017,Wales
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2017,Wales
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2017,Wales
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2017,Wales
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2017,Wales
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2017,Wales
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2017,Wales
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2017,Wales
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2017,Wales
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2017,Wales
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2017,Wales
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2017,Wales
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2017,Wales
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2017,Wales
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2017,Wales
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2017,Wales
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2017,Wales
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2017,Wales
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2017,Wales
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2017,Wales
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2017,Wales
Buses,<=15 t,0.31374514452906227,B419,D419,2017,Wales
Buses,15-18 t,0.6862548554709378,B420,D420,2017,Wales
Buses,>18 t,0.0,B421,D421,2017,Wales
Coaches,<=18 t,0.5,B425,D425,2017,Wales
Coaches,>18 t,0.5,B426,D426,2017,Wales
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2017,Wales
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2017,Wales
Hybrid Buses,>18 t,0.0,D514,D514,2017,Wales
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2017,Wales
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2017,Wales
Biodiesel Buses,>18 t,0.0,B534,D534,2017,Wales
Biodiesel Coaches,<=18 t,0.5,B537,D537,2017,Wales
Biodiesel Coaches,>18 t,0.5,B538,D538,2017,Wales
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2018,Wales
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2018,Wales
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2018,Wales
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2018,Wales
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2018,Wales
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2018,Wales
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2018,Wales
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2018,Wales
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2018,Wales
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2018,Wales
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2018,Wales
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2018,Wales
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2018,Wales
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2018,Wales
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2018,Wales
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2018,Wales
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2018,Wales
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2018,Wales
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2018,Wales
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2018,Wales
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2018,Wales
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2018,Wales
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2018,Wales
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2018,Wales
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2018,Wales
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2018,Wales
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2018,Wales
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2018,Wales
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2018,Wales
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2018,Wales
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2018,Wales
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2018,Wales
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2018,Wales
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2018,Wales
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2018,Wales
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2018,Wales
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2018,Wales
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2018,Wales
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2018,Wales
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2018,Wales
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2018,Wales
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2018,Wales
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2018,Wales
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2018,Wales
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2018,Wales
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2018,Wales
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2018,Wales
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2018,Wales
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2018,Wales
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2018,Wales
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2018,Wales
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2018,Wales
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2018,Wales
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2018,Wales
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2018,Wales
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2018,Wales
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2018,Wales
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2018,Wales
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2018,Wales
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2018,Wales
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2018,Wales
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2018,Wales
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2018,Wales
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2018,Wales
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2018,Wales
Buses,<=15 t,0.31374514452906227,B419,D419,2018,Wales
Buses,15-18 t,0.6862548554709378,B420,D420,2018,Wales
Buses,>18 t,0.0,B421,D421,2018,Wales
Coaches,<=18 t,0.5,B425,D425,2018,Wales
Coaches,>18 t,0.5,B426,D426,2018,Wales
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2018,Wales
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2018,Wales
Hybrid Buses,>18 t,0.0,D514,D514,2018,Wales
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2018,Wales
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2018,Wales
Biodiesel Buses,>18 t,0.0,B534,D534,2018,Wales
Biodiesel Coaches,<=18 t,0.5,B537,D537,2018,Wales
Biodiesel Coaches,>18 t,0.5,B538,D538,2018,Wales
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2019,Wales
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2019,Wales
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2019,Wales
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2019,Wales
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2019,Wales
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2019,Wales
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2019,Wales
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2019,Wales
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2019,Wales
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2019,Wales
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2019,Wales
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2019,Wales
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2019,Wales
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2019,Wales
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2019,Wales
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2019,Wales
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2019,Wales
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2019,Wales
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2019,Wales
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2019,Wales
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2019,Wales
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2019,Wales
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2019,Wales
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2019,Wales
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2019,Wales
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2019,Wales
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2019,Wales
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2019,Wales
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2019,Wales
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2019,Wales
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2019,Wales
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2019,Wales
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2019,Wales
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2019,Wales
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2019,Wales
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2019,Wales
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2019,Wales
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2019,Wales
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2019,Wales
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2019,Wales
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2019,Wales
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2019,Wales
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2019,Wales
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2019,Wales
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2019,Wales
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2019,Wales
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2019,Wales
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2019,Wales
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2019,Wales
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2019,Wales
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2019,Wales
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2019,Wales
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2019,Wales
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2019,Wales
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2019,Wales
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2019,Wales
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2019,Wales
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2019,Wales
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2019,Wales
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2019,Wales
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2019,Wales
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2019,Wales
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2019,Wales
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2019,Wales
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2019,Wales
Buses,<=15 t,0.31374514452906227,B419,D419,2019,Wales
Buses,15-18 t,0.6862548554709378,B420,D420,2019,Wales
Buses,>18 t,0.0,B421,D421,2019,Wales
Coaches,<=18 t,0.5,B425,D425,2019,Wales
Coaches,>18 t,0.5,B426,D426,2019,Wales
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2019,Wales
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2019,Wales
Hybrid Buses,>18 t,0.0,D514,D514,2019,Wales
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2019,Wales
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2019,Wales
Biodiesel Buses,>18 t,0.0,B534,D534,2019,Wales
Biodiesel Coaches,<=18 t,0.5,B537,D537,2019,Wales
Biodiesel Coaches,>18 t,0.5,B538,D538,2019,Wales
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2020,Wales
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2020,Wales
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2020,Wales
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2020,Wales
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2020,Wales
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2020,Wales
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2020,Wales
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2020,Wales
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2020,Wales
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2020,Wales
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2020,Wales
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2020,Wales
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2020,Wales
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2020,Wales
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2020,Wales
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2020,Wales
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2020,Wales
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2020,Wales
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2020,Wales
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2020,Wales
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2020,Wales
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2020,Wales
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2020,Wales
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2020,Wales
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2020,Wales
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2020,Wales
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2020,Wales
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2020,Wales
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2020,Wales
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2020,Wales
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2020,Wales
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2020,Wales
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2020,Wales
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2020,Wales
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2020,Wales
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2020,Wales
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2020,Wales
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2020,Wales
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2020,Wales
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2020,Wales
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2020,Wales
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2020,Wales
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2020,Wales
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2020,Wales
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2020,Wales
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2020,Wales
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2020,Wales
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2020,Wales
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2020,Wales
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2020,Wales
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2020,Wales
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2020,Wales
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2020,Wales
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2020,Wales
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2020,Wales
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2020,Wales
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2020,Wales
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2020,Wales
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2020,Wales
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2020,Wales
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2020,Wales
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2020,Wales
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2020,Wales
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2020,Wales
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2020,Wales
Buses,<=15 t,0.31374514452906227,B419,D419,2020,Wales
Buses,15-18 t,0.6862548554709378,B420,D420,2020,Wales
Buses,>18 t,0.0,B421,D421,2020,Wales
Coaches,<=18 t,0.5,B425,D425,2020,Wales
Coaches,>18 t,0.5,B426,D426,2020,Wales
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2020,Wales
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2020,Wales
Hybrid Buses,>18 t,0.0,D514,D514,2020,Wales
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2020,Wales
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2020,Wales
Biodiesel Buses,>18 t,0.0,B534,D534,2020,Wales
Biodiesel Coaches,<=18 t,0.5,B537,D537,2020,Wales
Biodiesel Coaches,>18 t,0.5,B538,D538,2020,Wales
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2021,Wales
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2021,Wales
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2021,Wales
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2021,Wales
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2021,Wales
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2021,Wales
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2021,Wales
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2021,Wales
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2021,Wales
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2021,Wales
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2021,Wales
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2021,Wales
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2021,Wales
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2021,Wales
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2021,Wales
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2021,Wales
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2021,Wales
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2021,Wales
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2021,Wales
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2021,Wales
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2021,Wales
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2021,Wales
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2021,Wales
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2021,Wales
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2021,Wales
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2021,Wales
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2021,Wales
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2021,Wales
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2021,Wales
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2021,Wales
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2021,Wales
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2021,Wales
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2021,Wales
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2021,Wales
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2021,Wales
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2021,Wales
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2021,Wales
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2021,Wales
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2021,Wales
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2021,Wales
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2021,Wales
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2021,Wales
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2021,Wales
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2021,Wales
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2021,Wales
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2021,Wales
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2021,Wales
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2021,Wales
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2021,Wales
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2021,Wales
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2021,Wales
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2021,Wales
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2021,Wales
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2021,Wales
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2021,Wales
